0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.17343,0.41368,1.7546,0.15965,0.0077243,-0.23094,1.2309,0.29837,0.21055,1.6692,-0.0065529,0.26883,-0.22442,3.2667,0.060636,0.45611,-0.69608,0.12639,0.070492,0.11205,-0.019523,-0.0096775
0.75068,0.82514,2.3829,0.49051,0.058122,-0.10524,2.7017,1.7434,0.51751,2.5363,0.192,0.9521,0.16465,3.9165,0.13308,0.82642,-1.1141,0.13234,0.063023,0.016026,0.25939,0.0075832
0.74322,0.91402,1.9992,0.4784,0.02703,0.89708,6.1368,3.5262,0.73279,2.2682,0.16935,1.6258,0.083229,3.6158,0.2081,1.3987,-0.77857,0.21468,0.023961,0.40253,0.27174,0.049542
0.56734,1.0768,1.829,0.26827,0.072649,1.5178,9.9128,4.5518,0.66636,2.446,0.34644,2.173,-0.4219,4.5762,0.33954,2.1507,-0.50086,0.33962,-0.042322,0.21968,0.52081,0.018471
0.7716,1.4557,2.2004,0.16132,0.099064,1.7496,12.749,6.3045,0.93929,3.28,0.64741,1.7608,0.052397,5.6291,0.36554,2.2636,0.80362,0.30224,0.0072298,0.43318,0.98057,0.011631
0.67327,1.448,2.0992,-0.30066,0.23326,4.308,17.805,6.2809,1.1567,3.7481,0.52768,2.1268,2.0909,6.5943,0.33995,2.6125,1.5519,0.29788,0.10898,0.52892,0.56537,0.0037473
0.29752,1.4321,1.138,-0.55625,0.49254,7.0505,20.507,5.8327,1.3204,4.4568,0.70563,2.9038,3.128,8.0342,0.37343,2.9454,4.257,0.52479,0.054499,0.45394,-0.23707,0.0025098
0.21647,1.4014,1.7995,-0.55144,0.6302,9.5338,22.792,7.2822,1.5636,5.1034,1.0738,3.2995,4.2481,7.6693,0.3722,3.2681,4.6261,0.54626,0.057261,0.57208,1.0898,0.057338
0.17777,1.6026,3.637,0.45838,0.70432,12.009,26.332,8.7897,1.6353,5.7765,1.1823,3.7882,5.0205,6.5334,0.28333,3.4485,3.6855,0.50491,0.12274,0.46788,3.1118,0.053889
0.10083,1.5823,3.7718,-0.001428,1.0654,13.338,28.042,9.1265,1.5332,5.9674,1.1111,4.3026,4.9017,8.3112,0.27304,3.2224,5.3875,0.6615,0.18023,0.56008,2.2674,0.0031811
0.10742,1.7506,3.4587,0.11455,1.2274,15.526,30.938,9.7246,1.8221,6.4605,1.3704,6.9265,4.6454,9.4962,0.38055,3.5662,4.3231,0.62303,0.19805,0.85445,2.967,0.015158
0.13482,2.0377,5.5237,0.422,1.4437,17.487,33.695,10.311,1.9797,6.5146,1.4533,6.0894,5.5089,7.1315,0.44,4.1358,5.5954,0.62837,0.24341,1.0602,5.7577,0.074144
0.19002,1.7246,5.786,0.89203,1.6633,18.026,36.393,10.157,2.312,7.9193,1.2157,8.1067,7.4181,8.3012,0.4454,4.0973,5.8954,0.75359,0.29714,1.0125,6.084,0.044135
0.27679,1.9317,6.3867,0.81042,1.7583,19.617,40.528,12.213,2.7111,9.0643,2.2562,12.509,8.3458,7.3777,0.44242,2.901,3.3665,0.81492,0.21014,0.66704,9.1473,0.036839
0.31028,2.5379,6.5931,-0.57752,1.7552,20.711,42.184,11.593,3.2324,8.7767,2.3423,13.461,9.3677,8.117,0.45058,4.0056,3.5028,0.95891,0.17861,0.78242,9.3875,0.056484
0.51582,2.6792,7.2505,-0.49522,1.8209,21.586,41.725,10.208,3.9424,10.519,1.4789,13.957,8.6137,9.9004,0.5102,5.3357,3.9596,1.1017,0.18379,0.90498,8.3898,0.057067
0.41767,2.809,8.2491,1.1157,2.0607,22.043,44.93,13.017,4.6358,11.937,2.0512,15.499,12.362,12.095,0.5486,3.4394,0.90532,1.0836,0.16182,0.6485,8.6363,0.043797
0.34842,3.2157,7.0168,0.54637,2.1017,21.677,45.55,13.248,4.809,12.651,2.3394,15.564,16.15,10.97,0.71609,4.7126,2.9097,1.2594,0.24579,0.62914,10.057,0.089783
0.6759,3.4622,6.3312,-1.0773,1.7758,21.876,43.776,12.513,5.3532,13.664,1.5739,13.647,14.35,9.3546,0.78127,6.5965,3.7195,1.3855,0.25809,0.76642,13.515,0.067543
0.97591,3.6223,7.8639,0.87256,1.7536,20.737,40.538,13.23,5.9051,13.444,1.3911,15.149,16.107,11.659,0.71639,5.4468,0.81032,1.4918,0.27051,1.0513,13.478,0.043115
0.97343,3.6415,6.2091,0.78627,1.8614,20.246,41.435,12.628,5.8523,12.471,2.4535,14.849,14.871,8.3019,0.92727,6.9228,1.4705,1.7271,0.35368,1.056,12.531,0.13069
