0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.40693,0.51271,1.9517,0.26552,0.032902,-0.20772,1.5861,0.77858,0.29506,1.908,0.072714,0.36291,-0.043655,3.4407,0.081762,0.59205,-0.85514,0.11271,0.063225,0.044894,0.096455,-0.0087119
0.81458,0.85001,1.8961,0.53133,0.044222,0.4922,4.4198,2.8727,0.66224,2.2177,0.20775,1.3344,0.22349,3.1014,0.16851,1.0962,-0.82208,0.15094,0.030732,0.27387,0.30807,0.039632
0.59191,0.98757,1.577,0.27045,0.064895,1.5124,9.3506,4.4035,0.65395,2.1622,0.31527,2.0409,-0.30389,4.0107,0.3161,2.0441,-0.46471,0.30725,-0.044474,0.26295,0.48213,0.024895
0.78814,1.4021,2.0068,0.086934,0.10761,2.0348,13.238,6.3732,0.95239,3.0949,0.64074,1.6971,0.36987,5.2745,0.35321,2.2835,0.97565,0.2741,0.014197,0.443,0.96989,0.013034
0.49414,1.3828,1.4572,-0.41652,0.33933,5.4668,18.978,5.9517,1.185,3.8306,0.56708,2.4015,2.6239,6.6808,0.34432,2.6915,2.4454,0.3544,0.086356,0.49789,0.15575,-0.0025967
0.25944,1.339,1.1194,-0.65706,0.59645,8.6023,21.533,6.5933,1.4486,4.6296,0.94261,3.0248,3.8667,7.7431,0.37484,3.1146,5.0908,0.55017,0.033887,0.52163,0.38251,0.038303
0.19327,1.5146,3.168,0.30557,0.69371,11.751,25.77,8.6326,1.6158,5.4888,1.1938,3.7025,4.9662,6.1225,0.28847,3.4078,3.7572,0.48268,0.10349,0.48375,2.9609,0.057633
0.10806,1.5246,3.416,-0.057635,1.0966,13.606,28.213,9.1735,1.5425,5.8209,1.1345,4.6202,4.8585,8.2195,0.28159,3.2373,5.3644,0.64045,0.17178,0.59141,2.22,0.0013018
0.11491,1.847,3.9802,0.31144,1.2866,16.454,31.92,10.069,1.8757,6.2812,1.494,6.7948,4.835,8.0638,0.40001,3.701,4.6261,0.58961,0.1995,0.94389,4.1713,0.042904
0.17434,1.8011,5.56,0.60041,1.6031,17.873,35.058,10.051,2.1339,7.0092,1.2206,6.7032,6.8827,7.2008,0.44029,4.275,6.1594,0.68393,0.27425,1.0607,5.9352,0.061791
0.27629,1.8154,6.0376,0.88569,1.7497,19.395,39.856,11.891,2.6439,8.7818,2.111,11.951,8.2743,7.2628,0.43651,2.9916,3.8341,0.79163,0.21501,0.70899,8.713,0.03585
0.34203,2.5095,6.3712,-0.64258,1.7605,20.813,41.857,11.252,3.2924,8.7418,2.2371,13.44,9.3549,7.943,0.45144,4.2955,3.7859,0.96595,0.17168,0.81209,9.162,0.058242
0.52613,2.636,7.5129,0.061268,1.9057,21.958,42.642,11.087,4.2157,10.986,1.5552,14.419,9.3999,10.189,0.51886,4.6526,2.9347,1.0742,0.15904,0.81098,8.5877,0.050212
0.33642,3.0075,7.4213,1.0993,2.1301,21.778,45.517,13.597,4.7405,12.126,2.378,15.754,15.482,11.584,0.62989,3.7318,1.6855,1.1497,0.19755,0.60328,9.1524,0.071344
0.63559,3.3767,6.0994,-0.95848,1.8247,21.9,43.886,12.486,5.2391,13.336,1.6931,13.811,14.632,8.8871,0.77848,6.4586,3.9212,1.3619,0.25158,0.7403,13.147,0.075022
0.99718,3.5633,7.583,0.98571,1.784,20.673,40.319,13.176,5.8592,13.049,1.5377,15.274,16.136,10.942,0.7337,5.5047,0.86353,1.4994,0.27437,1.0629,13.398,0.054997
0.9768,3.6867,5.0335,0.12236,1.8144,20.268,42.477,12.426,6.0641,12.466,2.5746,13.077,13.927,7.0042,0.98197,7.5694,1.9531,1.769,0.32607,0.921,12.824,0.14648
1.3461,4.1119,3.3175,0.1222,1.6685,19.229,44.501,13.439,6.551,12.909,1.5944,9.1886,11.547,7.3378,1.158,8.842,1.7998,2.3879,0.2674,0.4287,14.437,0.13275
1.379,3.5169,2.6059,1.2879,1.5692,18.64,38.794,13.628,6.2588,12.97,1.2557,4.961,11.448,5.5424,1.2025,10.027,-0.18759,3.3363,0.20235,0.53282,14.877,0.11386
0.96366,3.9412,1.8832,1.57,1.3291,18.018,36.422,12.867,6.2437,12.575,1.6809,3.0922,9.1579,4.9682,1.1467,10.03,-0.67665,3.6989,0.11043,0.49147,17.822,0.11008
1.156,4.1256,1.3782,1.1915,1.1961,16.421,34.715,12.639,5.962,11.492,1.0999,3.8486,5.5021,4.4047,1.3472,10.31,0.5295,3.3806,0.14489,0.41954,15.51,0.096474
1.225,3.4632,1.2044,-0.91975,1.0914,16.128,31.193,12.701,4.533,10.226,0.67082,-0.019448,3.3631,4.7453,1.1236,10.739,-1.0872,3.3051,0.0901,-0.02209,12.521,0.10166
1.2551,2.8324,0.22961,-1.6576,0.63008,13.767,29.902,11.931,3.8593,8.2426,0.80012,-1.8699,0.89768,-1.8861,1.0628,10.117,-1.6108,3.119,-0.011361,-0.37042,12.51,0.085983
1.1077,2.297,0.2838,-1.0645,0.46598,12.578,26.984,10.445,3.7943,6.5637,0.50328,-0.86,3.1102,0.57403,1.0037,9.4581,-1.2703,3.2108,-0.044795,-0.25428,9.1988,0.083722
0.46752,2.2565,-0.31786,-1.2436,0.37798,9.8016,23.439,8.1836,2.7824,4.7741,0.10104,-3.8505,0.60688,-3.4408,0.96398,8.2369,-0.0067905,2.5531,-0.058387,-0.37651,7.217,0.055585
0.24002,1.558,-0.80462,-1.7405,0.27246,10.59,23.194,7.3908,2.3315,3.9981,0.16285,-3.3716,0.64174,-3.4197,0.84002,7.5108,-0.32583,1.9665,0.009748,-0.52657,6.108,0.038462
0.3337,1.2341,-0.71002,-1.5993,0.17874,10.393,23.52,8.1065,2.5245,4.8297,0.26866,-2.4371,-0.21345,-4.6932,0.65355,7.065,-1.1856,2.2465,-0.031783,-0.39831,5.3082,0.023273
0.31051,0.9363,-0.82685,-1.9395,0.21185,9.0283,20.915,6.7906,1.8713,3.4573,0.10917,-3.999,-0.80778,-2.2118,0.58062,7.0101,-1.4091,1.6353,-0.074724,-0.21965,4.0026,0.057402
0.18933,1.0889,-1.0124,-1.6307,0.19286,8.7078,21.377,5.8031,1.5447,2.1965,0.029134,-4.7183,-0.24739,-4.802,0.57464,6.3971,-1.3906,1.5637,-0.053497,-0.37836,3.7005,0.018913
0.20268,0.63499,-1.1164,-1.4228,0.20824,7.3456,19.363,6.1883,1.2982,2.8793,-0.30986,-4.0822,0.11489,-3.8619,0.43077,5.7315,-1.0164,1.7458,-0.03627,-0.52681,3.398,0.015291
0.28858,0.36864,-1.0757,-1.5443,0.19307,7.5829,19.039,5.7835,1.7849,3.1179,-0.001975,-3.2436,-0.32147,-3.16,0.3594,5.9385,-0.48253,1.6157,-0.013057,-0.29788,1.8384,0.035696
0.088062,0.2714,-0.83128,-0.63698,0.24583,6.5981,18.867,6.713,1.2553,1.3012,0.1084,-4.87,-0.14323,-5.2372,0.12205,4.8811,-0.96995,1.7863,-0.054942,-0.33465,1.0697,0.026115
