0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0056012,0.012319,-0.0073663,-0.031678,-0.0053629,0.027782,0.067035,-0.052099,-0.030966,-0.34086,0.035639,0.3572,-0.013353,-0.25108,0.013209,-0.0033792,0.0097996,-0.0068033,0.0019098,-0.033403,0.02152,-0.0062002
0.010678,0.028748,-0.016761,-0.058663,-0.00883,0.09655,0.11415,-0.17446,-0.047466,-0.63358,0.056327,0.83325,-0.062071,-0.3488,0.030718,-0.020124,0.096159,0.0014335,-0.00049973,-0.053467,0.047451,-0.011275
0.013621,0.043146,-0.025751,-0.077017,0.003875,0.16281,0.29838,-0.18482,-0.056004,-0.89346,0.067531,1.1834,-0.16172,-0.34533,0.05077,-0.019864,0.21841,0.0083932,-0.006247,-0.061306,0.072767,-0.015522
0.013339,0.04456,-0.031799,-0.088286,0.02741,0.26106,0.42728,-0.11511,-0.066873,-1.1721,0.081308,1.2948,-0.36679,-0.35329,0.071209,0.0071815,0.34704,0.010478,-0.013288,-0.068632,0.090525,-0.019541
0.0094023,0.030379,-0.03323,-0.099035,0.04688,0.33503,0.49528,0.050619,-0.086615,-1.255,0.10678,1.1009,-0.58643,-0.57717,0.088041,0.060687,0.46387,0.0031338,-0.018987,-0.079139,0.095073,-0.023778
0.0025231,0.010455,-0.030033,-0.11477,0.059504,0.32709,0.5264,0.2458,-0.11329,-1.1629,0.14485,0.64577,-0.65299,-0.73601,0.096395,0.12599,0.55449,-0.0075829,-0.021235,-0.083984,0.085066,-0.028188
-0.0054689,-0.023199,-0.023976,-0.13603,0.062429,0.27614,0.5864,0.31649,-0.13736,-1.1354,0.18738,0.12789,-0.77766,-1.1723,0.093055,0.16491,0.59685,-0.024453,-0.019668,-0.082236,0.063904,-0.032184
-0.012566,-0.066721,-0.017926,-0.15878,0.057797,0.22706,0.60881,0.49561,-0.14675,-1.3771,0.21827,-0.32554,-0.69143,-1.8242,0.078263,0.14471,0.5584,-0.056385,-0.015974,-0.093576,0.037761,-0.034922
-0.017497,-0.12518,-0.014875,-0.17568,0.048204,0.24917,0.6534,0.84879,-0.13259,-1.3695,0.21809,-0.63068,-0.57761,-2.4905,0.055769,-0.026209,0.40858,-0.097681,-0.012912,-0.098332,0.013002,-0.03563
-0.019885,-0.17433,-0.017083,-0.17955,0.036612,0.24633,0.63651,1.4005,-0.093463,-1.0774,0.17275,-0.67525,-0.43894,-2.5983,0.030598,-0.21983,0.13782,-0.13949,-0.012753,-0.11432,-0.0059206,-0.033674
-0.019983,-0.21589,-0.025432,-0.16811,0.025306,0.34062,0.69448,1.6724,-0.037122,-0.97583,0.082848,-0.49729,-0.29068,-2.394,0.0072233,-0.44188,-0.23034,-0.15124,-0.016132,-0.11511,-0.017591,-0.028564
-0.018237,-0.24858,-0.038924,-0.14411,0.016838,0.50497,1.1514,1.9718,0.021214,-0.72295,-0.032508,-0.23127,-0.18512,-2.3952,-0.0098267,-0.63952,-0.64658,-0.12209,-0.021608,-0.083033,-0.02378,-0.020322
-0.014912,-0.26874,-0.054609,-0.11327,0.012359,0.66373,1.5494,2.4064,0.064119,-0.69021,-0.14053,0.072895,-0.16298,-2.4332,-0.014984,-0.65303,-1.0557,-0.083616,-0.02603,-0.05313,-0.028647,-0.0099842
-0.010134,-0.26002,-0.068309,-0.084914,0.013251,0.86837,1.9386,2.6568,0.078785,-0.72947,-0.20599,0.35283,-0.23561,-2.3536,-0.0063707,-0.62933,-1.4068,-0.058894,-0.025793,-0.032351,-0.036329,0.0004343
-0.004352,-0.25789,-0.075912,-0.07085,0.02499,1.0562,2.2037,3.0293,0.061889,-0.87732,-0.202,0.5577,-0.39906,-2.2049,0.014749,-0.56544,-1.6568,-0.023054,-0.018938,0.0041953,-0.047678,0.0086359
0.0013733,-0.24817,-0.074745,-0.079994,0.046111,1.0184,2.2593,3.3799,0.019851,-1.1305,-0.12193,0.63303,-0.63184,-2.0611,0.046622,-0.46182,-1.7803,0.010567,-0.0070455,0.01924,-0.058478,0.012864
0.0057562,-0.20074,-0.064636,-0.11452,0.0691,0.90852,2.3067,3.4933,-0.035321,-1.4941,0.012209,0.55658,-0.92824,-1.828,0.081613,-0.12143,-1.7738,-0.00031825,0.0056363,0.036664,-0.06052,0.012484
0.0079866,-0.16339,-0.048298,-0.16925,0.090434,0.87825,2.3597,3.5022,-0.091582,-1.5137,0.16171,0.3651,-1.2411,-1.8393,0.1173,0.18952,-1.6549,0.0073514,0.015093,0.022847,-0.04973,0.0081947
0.0081924,-0.12915,-0.03056,-0.23223,0.11013,0.85474,2.3873,3.3244,-0.14012,-1.5993,0.29084,0.094556,-1.3079,-2.2199,0.15439,0.4575,-1.4649,0.026906,0.01924,-0.0076119,-0.024025,0.0018211
0.0072637,-0.097412,-0.017143,-0.28902,0.13105,0.98049,2.3179,3.0135,-0.17563,-1.7745,0.37703,-0.18276,-1.2001,-2.6665,0.19014,0.67516,-1.2602,0.030937,0.017856,-0.010864,0.0053682,-0.0043492
0.0064286,-0.071739,-0.012859,-0.32911,0.15413,1.0977,2.1743,3.1977,-0.19575,-1.9257,0.41161,-0.41263,-1.1135,-3.1416,0.21884,0.85737,-1.0922,0.048562,0.012006,-0.045619,0.035604,-0.0085072
0.0065395,-0.059206,-0.020596,-0.34724,0.17493,1.3387,2.3411,3.6255,-0.2006,-1.9123,0.39623,-0.63165,-1.0203,-3.281,0.23554,0.97963,-0.99455,0.066514,0.0036628,-0.046828,0.041597,-0.010019
0.0084096,-0.069295,-0.039489,-0.34173,0.18895,1.6056,2.6202,4.2249,-0.19241,-1.9914,0.33966,-0.93665,-0.89827,-3.127,0.23925,1.0996,-0.9798,0.12222,-0.0049271,-0.026802,0.028363,-0.009466
0.011268,-0.083898,-0.063539,-0.31529,0.19635,2.0116,2.8577,4.4693,-0.17533,-2.1448,0.25714,-1.1015,-0.66838,-2.88,0.23127,1.0909,-1.0411,0.17501,-0.012076,-0.0090161,-0.06237,-0.0080868
0.014816,-0.10975,-0.075242,-0.27509,0.19984,2.3748,3.0422,4.866,-0.15477,-2.2245,0.17127,-1.2345,-0.54416,-2.5573,0.21504,0.9216,-1.1538,0.21522,-0.016814,0.03891,-0.0026592,-0.0069305
0.015776,-0.13569,-0.059489,-0.23003,0.20243,2.6343,3.3109,5.3898,-0.1359,-2.0854,0.1091,-1.3989,-0.47586,-2.5266,0.19633,0.97156,-1.2797,0.23953,-0.018377,0.079813,0.081115,-0.0061809
0.013666,-0.16133,-0.025078,-0.18915,0.2072,2.78,3.6471,5.5937,-0.12195,-1.9312,0.092017,-1.2267,-0.48285,-2.2425,0.2091,1.3951,-1.382,0.3014,-0.016348,0.11219,0.068714,-0.0052118
0.0031542,-0.19886,0.016315,-0.16071,0.21407,2.7487,3.9897,5.8862,-0.11344,-1.9051,0.12502,-1.1532,-0.54338,-2.0695,0.23833,1.8036,-1.4463,0.341,-0.011439,0.10492,-0.04129,-0.0033306
-0.0033491,-0.19881,0.057679,-0.14909,0.21925,2.632,4.1694,6.0548,-0.10901,-1.6021,0.19549,-1.2331,-0.64978,-1.7158,0.26935,2.0761,-1.482,0.38333,-0.0055672,0.079599,0.10956,-0.00050965
0.0044087,-0.19334,0.093507,-0.15388,0.21964,2.4647,4.1662,5.8768,-0.10717,-1.3526,0.28313,-1.2446,-0.78631,-1.8081,0.30602,2.2504,-1.5084,0.473,-0.0011188,0.0631,0.30638,0.0024444
0.025506,-0.18873,0.11883,-0.17263,0.21516,2.2915,4.0035,5.8736,-0.10736,-1.4236,0.37046,-1.248,-0.92974,-2.2347,0.34618,2.3248,-1.5469,0.53966,9.2957e-05,0.0076333,0.44559,0.0043227
0.04787,-0.14868,0.12922,-0.20147,0.20725,2.3027,3.7574,5.7294,-0.10906,-1.6417,0.44597,-1.0988,-1.0808,-2.3022,0.38562,2.228,-1.6153,0.61794,-0.0020583,-0.033609,0.56923,0.0043398
0.064917,-0.11155,0.12216,-0.2349,0.19885,2.5468,3.7917,5.4419,-0.11036,-1.7515,0.50338,-1.0256,-1.1888,-2.4478,0.41698,2.0373,-1.7178,0.7409,-0.0057,-0.060563,0.63415,0.0026359
0.079694,-0.080094,0.098016,-0.26979,0.19334,2.9339,3.9886,5.1374,-0.10804,-1.733,0.5417,-0.71235,-1.0967,-2.4467,0.44337,1.8848,-1.8381,0.80606,-0.0083023,-0.099973,0.64339,-7.7047e-05
0.089902,-0.061478,0.059398,-0.30766,0.1935,3.4328,4.3735,5.009,-0.099069,-1.7439,0.56583,-0.33843,-1.0362,-2.8603,0.47393,1.5084,-1.9444,0.95123,-0.0084766,-0.13179,0.57758,-0.0030231
0.095405,-0.055673,0.01163,-0.35041,0.20565,3.9724,5.0108,5.3042,-0.081748,-1.9781,0.58517,-0.099825,-1.0583,-3.6693,0.50962,1.2328,-2.0063,1.1065,-0.006475,-0.11733,0.45225,-0.0054113
0.093858,-0.061174,-0.036219,-0.39514,0.22857,4.4396,5.7698,5.3459,-0.056021,-2.0359,0.6088,0.20107,-1.0846,-4.0875,0.54154,1.6406,-2.0118,1.3756,-0.003169,-0.093295,0.26918,-0.0064626
